223.144, 129.505, 8.334, 16.028 False
222.866, 129.505, 8.334, 16.061 False
222.588, 129.505, 8.334, 16.094 False
222.310, 129.504, 8.334, 16.127 False
222.032, 129.504, 8.334, 16.160 False
221.755, 129.504, 8.334, 16.193 False
221.477, 129.504, 8.334, 16.226 False
221.199, 129.504, 8.334, 16.259 False
220.921, 129.503, 8.334, 16.292 False
220.643, 129.503, 8.334, 16.325 False
220.366, 129.503, 8.334, 16.358 False
220.088, 129.503, 8.334, 16.391 False
219.810, 129.503, 8.334, 16.424 False
219.532, 129.502, 8.334, 16.457 False
219.255, 129.502, 8.334, 16.490 False
218.977, 129.502, 8.334, 16.523 False
218.699, 129.501, 8.334, 16.556 False
218.421, 129.501, 8.334, 16.589 False
218.143, 129.501, 8.334, 16.622 False
217.866, 129.501, 8.334, 16.655 False
217.588, 129.500, 8.334, 16.688 False
217.310, 129.500, 8.334, 16.721 False
217.032, 129.500, 8.334, 16.754 False
216.755, 129.500, 8.334, 16.787 False
216.477, 129.499, 8.334, 16.820 False
216.199, 129.499, 8.334, 16.853 False
215.921, 129.499, 8.333, 16.886 False
215.644, 129.498, 8.333, 16.919 False
215.366, 129.498, 8.333, 16.952 False
215.088, 129.498, 8.333, 16.985 False
214.810, 129.498, 8.333, 17.018 False
214.532, 129.497, 8.333, 17.051 False
214.255, 129.497, 8.333, 17.084 False
213.977, 129.497, 8.333, 17.117 False
213.699, 129.496, 8.333, 17.150 False
213.421, 129.496, 8.333, 17.183 False
213.144, 129.496, 8.333, 17.216 False
212.866, 129.496, 8.333, 17.249 False
212.588, 129.495, 8.333, 17.282 False
212.310, 129.495, 8.333, 17.315 False
212.032, 129.495, 8.333, 17.348 False
211.755, 129.494, 8.333, 17.381 False
211.477, 129.494, 8.333, 17.414 False
211.199, 129.494, 8.333, 17.447 False
210.921, 129.494, 8.333, 17.480 False
210.644, 129.493, 8.333, 17.513 False
210.366, 129.493, 8.333, 17.546 False
210.088, 129.494, 8.333, 17.579 False
209.810, 129.494, 8.333, 17.612 False
209.533, 129.494, 8.333, 17.645 False
209.255, 129.494, 8.333, 17.678 False
208.977, 129.494, 8.333, 17.711 False
